DBID,Date,Animal Type,Species,Alive/Dead,Area,State,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Injured,Injury Desc.,Notes
168,23-10-08,Turtle,Green Sea Turtle,Alive,Sandlake,Oregon,-123.966937,45.257706,Exact,0,0,0,Female,No Data,,
169,24-10-08,Turtle,Green Sea Turtle,No Data,Seaside,Oregon,-123.93,45.989,Estimate,90,0,0,Male,No Data,,
170,06-02-09,Turtle,Green Sea Turtle,Dead,Ocean Shores,Washington,-124.164,46.954,Estimate,0,0,0,Unknown,No Data,,
171,08-09-09,Turtle,Green Sea Turtle,Alive,"Avila Beach, Diablo Canyon Nuclear Power Plant, 9 Miles Nw Of Avila Beach. 1-6 Forebay Bar Rack Of The Plant Intake Structure.",California,0,0,No Data,0,0,0,No Data,No Data,,
172,22-10-09,Turtle,Green Sea Turtle,Advanced Decomposition,"San Diego, South San Diego Bay, Offshore Silver Strand State Beach, Near Sunken Barge",California,0,0,No Data,0,0,0,No Data,No Data,,
173,07-11-09,Turtle,Green Sea Turtle,Moderate Decomposition,"San Diego, U.S. Naval Station, At 32Nd Street & Chollas Creek, Next To Dock",California,0,0,No Data,0,0,0,No Data,No Data,,
174,28-11-09,Turtle,Green Sea Turtle,Live,Long Beach,Washington,-124.06,46.353,Estimate,0,0,0,Unknown,No Data,,
175,10-12-09,Turtle,Green Sea Turtle,Alive,"San Diego, Mission Bay",California,0,0,No Data,0,0,0,No Data,No Data,,
176,17-12-09,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 2",California,0,0,No Data,0,0,0,No Data,No Data,,
177,11-03-10,Turtle,Green Sea Turtle,Advanced Decomposition,"Pacifica, Rockaway Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
178,08-08-10,Turtle,Green Sea Turtle,Alive,"Avila Beach, Diablo Canyon Power Plant, 9 Mi Nw Avila Beach. 2-7 Forebay Bar Rack Of The Plant Intake Structure.",California,0,0,No Data,0,0,0,No Data,No Data,,
179,24-09-10,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
180,30-09-10,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
181,18-10-10,Turtle,Green Sea Turtle,Advanced Decomposition,San Diego Bay Outside Buoy Security Line Of Us Navy Carrier Yard,California,0,0,No Data,0,0,0,No Data,No Data,,
182,18-11-10,Turtle,Green Sea Turtle,Live/Dead,Long Beach,Washington,-124.06,46.353,Estimate,0,0,0,Unknown,No Data,,
183,19-11-10,Turtle,Green Sea Turtle,Live,Seaview,Washington,-124.061,46.332,Estimate,0,0,0,Unknown,No Data,,
184,25-01-11,Turtle,Green Sea Turtle,Alive,"San Diego, San Diego Bay, South Bay",California,0,0,No Data,0,0,0,No Data,No Data,,
185,01-08-11,Turtle,Green Sea Turtle,Fresh Dead,Was Pulled On To Dock Just North Of Visitor Center @ Mission Bay,California,0,0,No Data,0,0,0,No Data,No Data,,
186,31-08-11,Turtle,Green Sea Turtle,Alive,San Onofre Power Plant,California,0,0,No Data,0,0,0,No Data,No Data,,
187,01-03-12,Turtle,Green Sea Turtle,Alive,San Diego Bay Power Plant Outfall Channel,California,0,0,No Data,0,0,0,No Data,No Data,,
188,19-04-12,Turtle,Green Sea Turtle,Alive,"Long Beach Marina, Dock ""V"" Removed From Water By Boaters And Placed On Dock W/ Wet Towels. Animal Control Officer Present",California,0,0,No Data,0,0,0,No Data,No Data,,
189,20-04-12,Turtle,Green Sea Turtle,Moderate Decomposition,"Bae Systems - Near Pier 1, San Diego Bay Close To Uss Green Bay Ship",California,0,0,No Data,0,0,0,No Data,No Data,,
190,02-05-12,Turtle,Green Sea Turtle,Fresh Dead,Chula Vista Outflow Channel From South Bay Power Plant,California,0,0,No Data,0,0,0,No Data,No Data,,
191,31-05-12,Turtle,Green Sea Turtle,Advanced Decomposition,200 Meters Inland From Sweetwater Channel In San Diego Bay,California,0,0,No Data,0,0,0,No Data,No Data,,
192,18-06-12,Turtle,Green Sea Turtle,Alive,Newport,Oregon,-124.062569,44.700781,Exact,0,0,0,Male,No Data,,
193,18-06-12,Turtle,Green Sea Turtle,Alive,Moolak Beach,Oregon,-124.063,44.699,Estimate,0,0,0,Unknown,No Data,,
194,08-09-12,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
195,16-09-12,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
196,21-09-12,Turtle,Green Sea Turtle,Alive,"Avila Beach, Diablo Canyon Power Plant, 9 Mi Nw Avila Beach. 1-2 Forebay Bar Rack Of The Plant Intake Structure.",California,0,0,No Data,0,0,0,No Data,No Data,,
197,01-11-12,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 2 ",California,0,0,No Data,0,0,0,No Data,No Data,,
198,04-11-12,Turtle,Green Sea Turtle,Fresh Dead,"Turtle Stranded On Beach Below 1700 Neptune Ave.  Lifeguards Transported It To The Lifeguard Station At Moonlight Beach. Robert Veria Was The Lifeguard I Spoke With.  His Number Is (760) 944-3398, His E-Mail Is Rveria@Encinitasca.Gov",California,0,0,No Data,0,0,0,No Data,No Data,,
199,22-11-12,Turtle,Green Sea Turtle,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 2 ",California,0,0,No Data,0,0,0,No Data,No Data,,
200,17-12-12,Turtle,Green Sea Turtle,Alive,Seaside,Oregon,-123.931879,45.997871,Exact,0,0,0,Unknown,No Data,,
201,24-12-12,Turtle,Green Sea Turtle,Dead,Neskowin,Oregon,-123.97403,45.152071,Exact,0,0,0,Unknown,No Data,,
202,06-05-13,Turtle,Green Sea Turtle,Alive,San Onofre Nuclear Generating Station Unit 3,California,0,0,No Data,0,0,0,No Data,No Data,,
203,14-07-13,Turtle,Green Sea Turtle,Fresh Dead,"Long Beach, Floating In Center Of The Channel At The Mouth Of Alamitos Bay, Just A Few Feet Inside The Jetty",California,0,0,No Data,0,0,0,No Data,No Data,,
204,05-09-13,Turtle,Green Sea Turtle,Moderate Decomposition,"Huntington Beach, Surf In Front Of First Street",California,0,0,No Data,0,0,0,No Data,No Data,,
205,18-12-13,Turtle,Green Sea Turtle,Moderate Decomposition,"Coronado, Near 1St & Alameda, Just South Of Coroned Off Navy Area Presumed To Be The Same Turtle That Was Reported On 12/18/2013 Based On Proximity And Injury Description.  See Additional Info In The Sightings Database",California,0,0,No Data,0,0,0,No Data,No Data,,
206,13-03-14,Turtle,Green Sea Turtle,Dried Mummified/Skeleton,Nw Corner Of D St Fill Sweetwater Marsh Unit Sd Bay Nwr,California,0,0,No Data,0,0,0,No Data,No Data,,
207,05-04-14,Turtle,Green Sea Turtle,Alive,Reeled Up On Sandbar Near San Gabriel River Mouth Across From Jetty Near Khoury's Restaurant - South Of The Bridge,California,0,0,No Data,0,0,0,No Data,No Data,,
208,12-05-14,Turtle,Green Sea Turtle,Dead,Langlois,Oregon,-124.49768,42.9196,Exact,0,0,0,Unknown,No Data,,
209,04-06-14,Turtle,Green Sea Turtle,Moderate Decomposition,Oceanside Pier. 200 Yards South Of Beach-Side Street,California,0,0,No Data,0,0,0,No Data,No Data,,
210,18-07-14,Turtle,Green Sea Turtle,Fresh Dead,"City Of Trinidad, Indian Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
211,01-08-14,Turtle,Green Sea Turtle,Moderate Decomposition,Somewhere On Seal Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
212,10-08-14,Turtle,Green Sea Turtle,Moderate Decomposition,,California,0,0,No Data,0,0,0,No Data,No Data,,
213,13-08-14,Turtle,Green Sea Turtle,Alive,Florence,Oregon,-124.142988,43.967523,Exact,0,0,0,Unknown,No Data,,
214,30-08-14,Turtle,Green Sea Turtle,Moderate Decomposition,"Agua Hedionda Lagoon.  Thurtle Was Taken To Beach Near 4756 Bayshore Dr,. Carlsbad, Ca.  Turtle Had Been Seen Floating Dead For Approx 1 Week Before Beached.  Although Reports Of A Live Turtle Within The Last Week",California,0,0,No Data,0,0,0,No Data,No Data,,
215,22-09-14,Turtle,Green Sea Turtle,Alive,9 Miles Nw Of Avila Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
216,24-09-14,Turtle,Green Sea Turtle,Advanced Decomposition,Hermosa Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
217,11-10-14,Turtle,Green Sea Turtle,Fresh Dead,"Intake Area Of South Bay Power Plant, Inside Of The Skimmers",California,0,0,No Data,0,0,0,No Data,No Data,,
218,23-10-14,Turtle,Green Sea Turtle,Advanced Decomposition,"Emma Wood State Beach, On Beach, North Of The Ventura River Mouth",California,0,0,No Data,0,0,0,No Data,No Data,,
219,18-12-14,Turtle,Green Sea Turtle,Advanced Decomposition,"""Lima"" Pier, Near Port Ops Station, North Island Navy Base",California,0,0,No Data,0,0,0,No Data,No Data,,
220,21-01-15,Turtle,Green Sea Turtle,Moderate Decomposition,North San Diego Bay,California,0,0,No Data,0,0,0,No Data,No Data,,
221,07-02-15,Turtle,Green Sea Turtle,Alive,San Gabriel River Near Haynes Plant Outfall #2,California,0,0,No Data,0,0,0,No Data,No Data,,
222,05-03-15,Turtle,Green Sea Turtle,Moderate Decomposition,Sd Bay Side Of Silver Strand Within The Plover/Tern Conservation Area. Approximately 0.5 Mile North Of Fiddler's Cove,California,0,0,No Data,0,0,0,No Data,No Data,,
223,07-07-15,Turtle,Green Sea Turtle,Alive,Ventura Harbor Southwest Side,California,0,0,No Data,0,0,0,No Data,No Data,,
224,08-07-15,Turtle,Green Sea Turtle,Alive,Huntington Beach Generating Station,California,0,0,No Data,0,0,0,No Data,No Data,,
225,09-09-15,Turtle,Green Sea Turtle,Fresh Dead,"Agua Hedionda Lagoon, Floating Near Buoys In Jet Ski Area On Northern End Of Lagoon In Front Of Ca Watersports",California,0,0,No Data,0,0,0,No Data,No Data,,
226,12-09-15,Turtle,Green Sea Turtle,Moderate Decomposition,Marshall Beach - In Tideline,California,0,0,No Data,0,0,0,No Data,No Data,,
227,15-10-15,Turtle,Green Sea Turtle,Moderate Decomposition,Tower 24 At Bolsa Chica State Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
228,03-11-15,Turtle,Green Sea Turtle,Fresh Dead,200 Yards East Of San Gabriel River Near Surf,California,0,0,No Data,0,0,0,No Data,No Data,,
229,15-12-15,Turtle,Green Sea Turtle,Advanced Decomposition,National City Marine Terminal (Port Of San Diego),California,0,0,No Data,0,0,0,No Data,No Data,,
230,11-01-16,Turtle,Green Sea Turtle,Advanced Decomposition,"West Of ""Seaplane Ramp"" On North Island Naval Base",California,0,0,No Data,0,0,0,No Data,No Data,,
231,03-02-16,Turtle,Green Sea Turtle,Fresh Dead,"On Beach Where Lagoon Meets The Ocean, Washed Up Just South Oceanside Harbor Jetty",California,0,0,No Data,0,0,0,No Data,No Data,,
232,10-02-16,Turtle,Green Sea Turtle,Fresh Dead,"Coronado Cays, Silver Strand",California,0,0,No Data,0,0,0,No Data,No Data,,
233,15-03-16,Turtle,Green Sea Turtle,Dead,Bandon,Oregon,-124.43525,43.08484,Exact,0,0,0,Unknown,No Data,,
234,03-08-16,Turtle,Green Sea Turtle,Dried Mummified / Skeleton,"Chula Vista Wr, ~500 M West Of Osprey Nest, North Side Of Road Along Estuary High Tide Line",California,0,0,No Data,0,0,0,No Data,No Data,,
235,03-12-17,Turtle,Green Sea Turtle,Alive,Warrenton,Oregon,-123.99912,46.23396,Exact,0,0,0,Unknown,No Data,,
236,29-01-13,Turtle,Hawksbill,Moderate Decomposition,South Of Coronado Bridge   South Of 3Rd Hole Of Golf Course,California,0,0,No Data,0,0,0,No Data,No Data,,
237,24-09-09,Squid,Humboldt Squid,No Data,Yachats,Oregon,-124.115,44.195,Estimate,0,0,0,No Data,No Data,,
238,13-12-09,Squid,Humboldt Squid,No Data,Nye Beach,Oregon,-124.063,44.639,Estimate,0,0,0,No Data,No Data,,
239,01-08-63,Turtle,Leatherback,Alive,Stephens Passage,Alaska,-133.81,57.652,Estimate,0,0,0,No Data,No Data,,
240,01-09-63,Turtle,Leatherback,No Data,Copper River Flats,Alaska,-144.967,60.385,Estimate,0,0,0,No Data,No Data,,
241,01-07-78,Turtle,Leatherback,Alive,Eaton Point,Alaska,-132.068,55.939,Estimate,0,0,0,No Data,No Data,,
242,01-08-78,Turtle,Leatherback,Alive,Gravina Island,Alaska,-131.788,55.335,Estimate,0,0,0,No Data,No Data,,
243,01-08-78,Turtle,Leatherback,Alive,Craig,Alaska,-133.141,55.473,Estimate,0,0,0,No Data,No Data,,
244,01-08-78,Turtle,Leatherback,Alive,Myer's Chuck,Alaska,-132.258,55.737,Estimate,0,0,0,No Data,No Data,,
245,01-08-79,Turtle,Leatherback,No Data,Metlakatla,Alaska,-131.577,55.129,Estimate,0,0,0,No Data,No Data,,
246,01-08-79,Turtle,Leatherback,Alive,Union Bay,Alaska,-132.226,55.762,Estimate,0,0,0,No Data,No Data,,
247,07-10-82,Turtle,Leatherback,Moderate Decomposition,"Malibu, Pacific Coast Hwy At Latigo Shore Drive",California,0,0,No Data,0,0,0,No Data,No Data,,
248,01-03-83,Turtle,Leatherback,No Data,Perryville,Alaska,-159.129,55.913,Estimate,0,0,0,No Data,No Data,,
249,01-07-83,Turtle,Leatherback,Alive,Yakutat,Alaska,-140.717,59.763,Estimate,0,0,0,No Data,No Data,,
250,27-07-83,Turtle,Leatherback,Fresh Dead,"Rincon Parkway, 1 Mile East Of Emma Wood State Bea",California,0,0,No Data,0,0,0,No Data,No Data,,
251,01-08-83,Turtle,Leatherback,Alive,Cape Cross,Alaska,-136.562,57.914,Estimate,0,0,0,No Data,No Data,,
252,01-08-83,Turtle,Leatherback,Alive,"Deer Harbor, Yakobi Island",Alaska,-136.547,57.94,Estimate,0,0,0,No Data,No Data,,
253,01-08-83,Turtle,Leatherback,Alive,Glacier Bay Entrance,Alaska,-136.129,58.686,Estimate,0,0,0,No Data,No Data,,
254,01-08-83,Turtle,Leatherback,Alive,Noyes Island Vincinity,Alaska,-133.707,55.51,Estimate,0,0,0,No Data,No Data,,
255,01-08-84,Turtle,Leatherback,Alive,Cape Addington,Alaska,-133.819,55.44,Estimate,0,0,0,No Data,No Data,,
256,08-08-85,Turtle,Leatherback,Moderate Decomposition,"Stump Beach, Miller Gulch North Of Salt Point Park",California,0,0,No Data,0,0,0,No Data,No Data,,
257,08-09-85,Turtle,Leatherback,Fresh Dead,"Pismo Beach, Pismo Coast Village Resort, 300 Meters South Of Pismo Beach Pier Street Entrance",California,0,0,No Data,0,0,0,No Data,No Data,,
258,22-10-85,Turtle,Leatherback,Advanced Decomposition,About 1 Kilometer South Of San Carpoforo,California,0,0,No Data,0,0,0,No Data,No Data,,
259,06-11-85,Turtle,Leatherback,Advanced Decomposition,"Big Sur, Just North Of Grimes Point",California,0,0,No Data,0,0,0,No Data,No Data,,
260,08-12-85,Turtle,Leatherback,Advanced Decomposition,"Morro Bay, Morro Bay Sand Spit",California,0,0,No Data,0,0,0,No Data,No Data,,
261,28-05-86,Turtle,Leatherback,Fresh Dead,"Malibu, El Matador State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
262,01-07-86,Turtle,Leatherback,Advanced Decomposition,"Solana Beach, Seascape Near Rockpile",California,0,0,No Data,0,0,0,No Data,No Data,,
263,16-09-86,Turtle,Leatherback,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach, In Front Of Lifeguard Headquarters",California,0,0,No Data,0,0,0,No Data,No Data,,
264,31-10-86,Turtle,Leatherback,Advanced Decomposition,Gazos Creek,California,0,0,No Data,0,0,0,No Data,No Data,,
265,14-05-88,Turtle,Leatherback,Moderate Decomposition,"Santa Rosa Island, Santa Rosa Island",California,0,0,No Data,0,0,0,No Data,No Data,,
266,18-05-88,Turtle,Leatherback,Alive,"Morro Bay, Offshore In Estero Bay, Northwest Of Morro Bay",California,0,0,No Data,0,0,0,No Data,No Data,,
267,20-07-88,Turtle,Leatherback,Advanced Decomposition,1/3 Mile North Of Jalama County Beach Park,California,0,0,No Data,0,0,0,No Data,No Data,,
268,28-07-88,Turtle,Leatherback,Fresh Dead,"Laguna Beach, Victoria Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
269,14-08-88,Turtle,Leatherback,Advanced Decomposition,"Cayucos, North Of Cayucos Pier, In Rocky Tidepool",California,0,0,No Data,0,0,0,No Data,No Data,,
270,10-09-88,Turtle,Leatherback,Advanced Decomposition,"Point Mugu Naval Air Weapons Station, Officers Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
271,11-10-88,Turtle,Leatherback,Moderate Decomposition,"Pismo Beach, Pismo State Beach, 200 Yards South Of Grand Avenue Ramp",California,0,0,No Data,0,0,0,No Data,No Data,,
272,27-10-88,Turtle,Leatherback,Fresh Dead,"Morro Bay, 2 Miles Offshore Morro Bay Harbor Mouth",California,0,0,No Data,0,0,0,No Data,No Data,,
273,27-06-89,Turtle,Leatherback,Advanced Decomposition,"San Pedro, Outer Los Angeles Harbor",California,0,0,No Data,0,0,0,No Data,No Data,,
274,10-07-89,Turtle,Leatherback,Advanced Decomposition,"Terminal Island, Fish Harbor; Mackerel Street & Heinz Pet Products Dock",California,0,0,No Data,0,0,0,No Data,No Data,,
275,14-07-89,Turtle,Leatherback,Fresh Dead,0.1 Mile North Mouth Of Black Canyon,California,0,0,No Data,0,0,0,No Data,No Data,,
276,25-07-89,Turtle,Leatherback,Alive,"Santa Barbara, 3/4 Mile Off Of Santa Barbara Lighthouse",California,0,0,No Data,0,0,0,No Data,No Data,,
277,01-08-89,Turtle,Leatherback,Advanced Decomposition,"Los Osos, Mouth Of Hazard Canyon, North Side Of Reef, Montana De Oro State Park",California,0,0,No Data,0,0,0,No Data,No Data,,
278,22-08-89,Turtle,Leatherback,Fresh Dead,"Point Reyes National Seashore, Ten Mile Beach, Point Reyes National Seashore",California,0,0,No Data,0,0,0,No Data,No Data,,
279,23-08-89,Turtle,Leatherback,Advanced Decomposition,"Cayucos, 1/4 Mile South Of Cayucos Public Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
280,23-08-89,Turtle,Leatherback,Advanced Decomposition,"Moss Landing, Moss Landing State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
281,27-08-89,Turtle,Leatherback,Advanced Decomposition,"Carmel-By-The-Sea, Whaler's Cove, Point Lobos State Reserve",California,0,0,No Data,0,0,0,No Data,No Data,,
282,31-08-89,Turtle,Leatherback,Advanced Decomposition,"Moss Landing, Salinas River State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
283,23-09-89,Turtle,Leatherback,Fresh Dead,Thornton State Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
284,03-10-89,Turtle,Leatherback,Fresh Dead,"Half Moon Bay, Redondo Beach, Just North Of Ocean Colony Housing Area",California,0,0,No Data,0,0,0,No Data,No Data,,
285,20-11-89,Turtle,Leatherback,Advanced Decomposition,"Moss Landing, Moss Landing State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
286,01-01-90,Turtle,Leatherback,No Data,Yakutat,Alaska,-140.684,59.757,Estimate,0,0,0,No Data,No Data,,
287,13-01-90,Turtle,Leatherback,Advanced Decomposition,"Mussel Shoals, 100 Meters North Of Entrance Road To Rincon Island",California,0,0,No Data,0,0,0,No Data,No Data,,
288,10-07-90,Turtle,Leatherback,Fresh Dead,"Pebble Beach, Stillwater Cove",California,0,0,No Data,0,0,0,No Data,No Data,,
289,30-07-90,Turtle,Leatherback,Fresh Dead,"Morro Bay, Morro Bay State Park, Sandspit 1 1/3 Miles North Of Access Road",California,0,0,No Data,0,0,0,No Data,No Data,,
290,13-08-90,Turtle,Leatherback,Advanced Decomposition,2 Miles East Of Government Point,California,0,0,No Data,0,0,0,No Data,No Data,,
291,24-08-90,Turtle,Leatherback,Moderate Decomposition,"San Simeon, 1/2 Kilometer South Of Mouth Of Pico Creek, San Simeon Acres",California,0,0,No Data,0,0,0,No Data,No Data,,
292,24-08-90,Turtle,Leatherback,Fresh Dead,"Carlsbad, South Carlsbad State Beach, North Of Campground",California,0,0,No Data,0,0,0,No Data,No Data,,
293,24-08-90,Turtle,Leatherback,Advanced Decomposition,"Cayucos, 8Th Street",California,0,0,No Data,0,0,0,No Data,No Data,,
294,15-09-90,Turtle,Leatherback,Moderate Decomposition,"Pebble Beach, Stillwater Cove",California,0,0,No Data,0,0,0,No Data,No Data,,
295,29-09-90,Turtle,Leatherback,Fresh Dead,"Point Reyes National Seashore, North End Of Driftwood (Dive) Beach, Point Reyes National Seashore",California,0,0,No Data,0,0,0,No Data,No Data,,
296,07-11-90,Turtle,Leatherback,Advanced Decomposition,"Big Sur, 1/2 Kilometer South Of Mouth Of Big Creek",California,0,0,No Data,0,0,0,No Data,No Data,,
297,08-11-90,Turtle,Leatherback,Advanced Decomposition,"Big Sur, 1/2 Kilometer South Of Mouth Of Mill Creek",California,0,0,No Data,0,0,0,No Data,No Data,,
298,07-12-90,Turtle,Leatherback,Alive,Offshore Pillar Point,California,0,0,No Data,0,0,0,No Data,No Data,,
299,26-06-91,Turtle,Leatherback,Advanced Decomposition,"Malibu, 33800 Pacific Coast Highway, Zero Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
300,02-07-91,Turtle,Leatherback,Advanced Decomposition,"Huntington Beach, Huntington State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
301,02-07-91,Turtle,Leatherback,Fresh Dead,"Gaviota, Gaviota State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
302,03-07-91,Turtle,Leatherback,Alive,"Sunset Beach, 1/2 Mile Ssw Of Water Tower At Anderson Street",California,0,0,No Data,0,0,0,No Data,No Data,,
303,29-07-91,Turtle,Leatherback,Advanced Decomposition,"San Simeon, 1/2 Kilometer West Of San Simeon Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
304,31-07-91,Turtle,Leatherback,Advanced Decomposition,"Just South Of San Antonio Creek, Vafb",California,0,0,No Data,0,0,0,No Data,No Data,,
305,09-08-91,Turtle,Leatherback,Advanced Decomposition,"Morro Bay, 1 1/2 Miles North Of Morro Rock",California,0,0,No Data,0,0,0,No Data,No Data,,
306,24-08-91,Turtle,Leatherback,Advanced Decomposition,"Los Osos, Montana De Oro State Park, Sandspit",California,0,0,No Data,0,0,0,No Data,No Data,,
307,31-08-91,Turtle,Leatherback,Advanced Decomposition,"Morro Bay, Morro Strand State Beach South, 1/4 Mile South Of San Jacinto Road",California,0,0,No Data,0,0,0,No Data,No Data,,
308,31-08-91,Turtle,Leatherback,Advanced Decomposition,"Monterey, Sand City Beach, Near Fremont Street Exit",California,0,0,No Data,0,0,0,No Data,No Data,,
309,27-09-91,Turtle,Leatherback,Advanced Decomposition,"Pacific Grove, 1/4 Mile Offshore Lover's Point",California,0,0,No Data,0,0,0,No Data,No Data,,
310,16-02-92,Turtle,Leatherback,Advanced Decomposition,"Half Moon Bay, Poplar Street",California,0,0,No Data,0,0,0,No Data,No Data,,
311,08-10-92,Turtle,Leatherback,Advanced Decomposition,"Arch Beach, Point Reyes National Seashore",California,0,0,No Data,0,0,0,No Data,No Data,,
312,12-06-93,Turtle,Leatherback,Advanced Decomposition,Offsore  Mouth Of Tajiguas Canyon,California,0,0,No Data,0,0,0,No Data,No Data,,
313,01-07-93,Turtle,Leatherback,Alive,Vitskari Straight,Alaska,-135.301,57.045,Estimate,0,0,0,No Data,No Data,,
314,07-07-93,Turtle,Leatherback,Fresh Dead,"Ocean Beach, Just South Of Ocean Beach Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
315,10-07-93,Turtle,Leatherback,Moderate Decomposition,"Monterey, Sand City Beach, At Fremont Street",California,0,0,No Data,0,0,0,No Data,No Data,,
316,01-08-93,Turtle,Leatherback,Alive,Vitskari Rocks,Alaska,-135.549,57.006,Estimate,0,0,0,No Data,No Data,,
317,03-08-93,Turtle,Leatherback,Advanced Decomposition,"Moss Landing, Salinas River State Beach, 1/2 Mile North Of Potrero Road",California,0,0,No Data,0,0,0,No Data,No Data,,
318,06-08-93,Turtle,Leatherback,Advanced Decomposition,"Guadalupe, Guadalupe Dunes, 100 Yards North Of Mussel Rock",California,0,0,No Data,0,0,0,No Data,No Data,,
319,08-08-93,Turtle,Leatherback,Advanced Decomposition,"Seal Beach, 7Th Street",California,0,0,No Data,0,0,0,No Data,No Data,,
320,11-08-93,Turtle,Leatherback,Fresh Dead,"Bolinas, Between Brighton And Duxbury Points",California,0,0,No Data,0,0,0,No Data,No Data,,
321,29-08-93,Turtle,Leatherback,Advanced Decomposition,"0.5 Miles South Of Greyhound Rock Beach, 5 Miles N",California,0,0,No Data,0,0,0,No Data,No Data,,
322,01-10-93,Turtle,Leatherback,Advanced Decomposition,"Guadalupe, Guadalupe Dunes, At West Main Street Beach Entrance",California,0,0,No Data,0,0,0,No Data,No Data,,
323,29-05-94,Turtle,Leatherback,Advanced Decomposition,"San Onofre, San Onofre Nuclear Generating Station, Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
324,01-08-94,Turtle,Leatherback,Moderate Decomposition,"Piedras Blancas, Point Piedras Blancas, Floating In Kelp ~50 Meters Ne Of P.B. Rocks",California,0,0,No Data,0,0,0,No Data,No Data,,
325,01-09-94,Turtle,Leatherback,Moderate Decomposition,Pismo Dunes State Vehicular Recreation Area,California,0,0,No Data,0,0,0,No Data,No Data,,
326,15-09-94,Turtle,Leatherback,Advanced Decomposition,"Cayucos, Morro Strand State Beach North",California,0,0,No Data,0,0,0,No Data,No Data,,
327,07-07-95,Turtle,Leatherback,Moderate Decomposition,"Point Mugu, Point Mugu State Park",California,0,0,No Data,0,0,0,No Data,No Data,,
328,22-05-96,Turtle,Leatherback,Moderate Decomposition,"San Onofre, San Onofre Nuclear Generating Station Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
329,11-07-96,Turtle,Leatherback,Moderate Decomposition,"Moss Landing, Zmudowski State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
330,17-09-96,Turtle,Leatherback,Moderate Decomposition,Just North Of Pigeon Point Lighthouse,California,0,0,No Data,0,0,0,No Data,No Data,,
331,01-06-98,Turtle,Leatherback,Fresh Dead,"Point Reyes National Seashore, Point Reyes National Seashore",California,0,0,No Data,0,0,0,No Data,No Data,,
332,02-10-98,Turtle,Leatherback,Moderate Decomposition,"San Francisco, Sutro Baths Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
333,13-07-99,Turtle,Leatherback,Advanced Decomposition,"San Onofre, San Onofre State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
334,24-07-99,Turtle,Leatherback,Fresh Dead,Monterey,California,0,0,No Data,0,0,0,No Data,No Data,,
335,28-07-99,Turtle,Leatherback,Advanced Decomposition,"Pismo Beach, Pismo Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
336,28-07-99,Turtle,Leatherback,Advanced Decomposition,"San Simeon, Between Hearst Memorial And San Simeon State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
337,29-07-99,Turtle,Leatherback,Moderate Decomposition,"Shell Beach, Shell Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
338,04-08-99,Turtle,Leatherback,Dried Mummified / Skeleton,"Camp Pendleton, Basilone Road Exit, Under Freeway Overpass, Camp Pendleton",California,0,0,No Data,0,0,0,No Data,No Data,,
339,12-08-99,Turtle,Leatherback,Moderate Decomposition,"Cayucos, 3560 Studio Drive",California,0,0,No Data,0,0,0,No Data,No Data,,
